date,areaType,areaCode,areaName,metric,age,value,rate
19/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5254,5595.3
19/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3488,3938.4
19/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3115,3595.5
19/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2633,4425.1
19/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2357,5936.9
19/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1699,7940.7
19/02/2021,nation,W92000004,Wales,maleCases,90+,1184,12217.5
19/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1895,2344.0
19/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1941,1739.0
19/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2891,3227.4
19/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7006,7951.8
19/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10441,12567.3
19/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10087,10500.8
19/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9414,9255.1
19/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8635,8930.9
19/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,7947,8499.0
19/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8716,10147.4
19/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9442,9248.5
19/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8506,7514.9
19/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5891,5953.3
19/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3354,3584.2
19/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2951,3185.1
19/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2675,3975.7
19/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2779,5550.5
19/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2717,8364.6
19/02/2021,nation,W92000004,Wales,femaleCases,90+,2871,13786.3
19/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2017,2381.4
19/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2129,2011.0
19/02/2021,nation,W92000004,Wales,maleCases,10_to_14,2980,3163.2
19/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5597,6036.9
19/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8562,9587.9
19/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8155,7668.6
19/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7721,7246.8
19/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6788,7051.2
19/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6266,6854.5
19/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6757,8076.5
19/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7375,7604.7
19/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7102,6619.3
19/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5265,5607.0
19/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3490,3940.7
19/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3121,3602.4
19/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2639,4435.1
19/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2361,5947.0
19/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1703,7959.4
19/02/2021,nation,W92000004,Wales,maleCases,90+,1185,12227.8
21/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1897,2346.5
21/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1950,1747.1
21/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2897,3234.1
21/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7017,7964.3
21/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10465,12596.1
21/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10106,10520.6
21/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9433,9273.8
21/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8641,8937.1
21/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,7959,8511.8
21/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8732,10166.0
21/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9453,9259.3
21/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8514,7522.0
21/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5898,5960.4
21/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3367,3598.1
21/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2954,3188.3
21/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2678,3980.2
21/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2781,5554.4
21/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2724,8386.2
21/02/2021,nation,W92000004,Wales,femaleCases,90+,2874,13800.7
21/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2023,2388.5
21/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2133,2014.8
21/02/2021,nation,W92000004,Wales,maleCases,10_to_14,2982,3165.3
21/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5599,6039.1
21/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8580,9608.1
21/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8175,7687.4
21/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7733,7258.1
21/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6796,7059.5
21/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6276,6865.4
21/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6762,8082.5
21/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7385,7615.0
21/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7111,6627.7
21/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5276,5618.7
21/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3497,3948.6
21/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3127,3609.4
21/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2642,4440.2
21/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2365,5957.0
21/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1703,7959.4
21/02/2021,nation,W92000004,Wales,maleCases,90+,1186,12238.2
21/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1901,2351.5
21/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1960,1756.1
21/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2904,3241.9
21/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7027,7975.6
21/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10474,12607.0
21/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10116,10531.0
21/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9452,9292.4
21/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8657,8953.6
21/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,7970,8523.6
21/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8735,10169.5
21/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9467,9273.0
21/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8527,7533.5
21/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5908,5970.5
21/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3369,3600.2
21/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2963,3198.1
21/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2685,3990.6
21/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2785,5562.4
21/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2734,8417.0
21/02/2021,nation,W92000004,Wales,femaleCases,90+,2878,13819.9
21/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2031,2397.9
21/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2135,2016.7
21/02/2021,nation,W92000004,Wales,maleCases,10_to_14,2986,3169.6
21/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5607,6047.7
21/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8593,9622.6
21/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8182,7694.0
21/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7749,7273.1
21/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6804,7067.8
21/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6287,6877.4
21/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6774,8096.9
21/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7402,7632.5
21/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7120,6636.1
21/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5282,5625.1
21/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3500,3951.9
21/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3135,3618.6
21/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2645,4445.2
21/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2370,5969.6
21/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1706,7973.5
21/02/2021,nation,W92000004,Wales,maleCases,90+,1188,12258.8
22/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1902,2352.7
22/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1965,1760.5
22/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2909,3247.5
22/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7035,7984.7
22/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10483,12617.8
22/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10124,10539.4
22/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9460,9300.3
22/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8671,8968.1
22/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,7981,8535.4
22/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8746,10182.3
22/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9474,9279.9
22/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8537,7542.3
22/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5916,5978.6
22/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3371,3602.3
22/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2968,3203.5
22/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2687,3993.6
22/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2791,5574.4
22/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2736,8423.1
22/02/2021,nation,W92000004,Wales,femaleCases,90+,2880,13829.5
22/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2035,2402.6
22/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2136,2017.6
22/02/2021,nation,W92000004,Wales,maleCases,10_to_14,2988,3171.7
22/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5615,6056.3
22/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8595,9624.9
22/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8195,7706.2
22/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7758,7281.6
22/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6818,7082.4
22/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6295,6886.2
22/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6782,8106.4
22/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7412,7642.8
22/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7130,6645.4
22/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5287,5630.5
22/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3505,3957.6
22/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3140,3624.4
22/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2648,4450.3
22/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2373,5977.2
22/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1707,7978.1
22/02/2021,nation,W92000004,Wales,maleCases,90+,1189,12269.1
23/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1906,2357.7
23/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1978,1772.2
23/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2915,3254.2
23/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7041,7991.5
23/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10494,12631.0
23/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10138,10553.9
23/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9475,9315.1
23/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8679,8976.4
23/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,7993,8548.2
23/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8756,10194.0
23/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9488,9293.6
23/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8550,7553.8
23/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5930,5992.7
23/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3377,3608.8
23/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2972,3207.8
23/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2691,3999.5
23/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2794,5580.4
23/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2741,8438.5
23/02/2021,nation,W92000004,Wales,femaleCases,90+,2886,13858.3
23/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2038,2406.2
23/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2141,2022.4
23/02/2021,nation,W92000004,Wales,maleCases,10_to_14,2996,3180.2
23/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5622,6063.9
23/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8605,9636.1
23/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8207,7717.5
23/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7769,7291.9
23/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6832,7096.9
23/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6303,6894.9
23/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6792,8118.4
23/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7421,7652.1
23/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7141,6655.7
23/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5296,5640.0
23/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3515,3968.9
23/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3145,3630.1
23/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2654,4460.4
23/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2375,5982.2
23/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1708,7982.8
23/02/2021,nation,W92000004,Wales,maleCases,90+,1192,12300.1
25/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1907,2358.9
25/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1981,1774.9
25/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2921,3260.9
25/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7045,7996.1
25/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10506,12645.5
25/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10154,10570.6
25/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9495,9334.7
25/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8696,8994.0
25/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,8002,8557.8
25/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8766,10205.6
25/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9506,9311.2
25/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8562,7564.4
25/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5942,6004.9
25/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3385,3617.3
25/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2977,3213.2
25/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2698,4009.9
25/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2799,5590.4
25/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2743,8444.7
25/02/2021,nation,W92000004,Wales,femaleCases,90+,2889,13872.7
25/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2040,2408.5
25/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2144,2025.2
25/02/2021,nation,W92000004,Wales,maleCases,10_to_14,3000,3184.4
25/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5629,6071.4
25/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8615,9647.3
25/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8224,7733.5
25/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7783,7305.0
25/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6846,7111.5
25/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6309,6901.5
25/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6802,8130.3
25/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7430,7661.4
25/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7146,6660.3
25/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5303,5647.5
25/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3521,3975.7
25/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3149,3634.7
25/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2665,4478.8
25/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2379,5992.3
25/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1709,7987.5
25/02/2021,nation,W92000004,Wales,maleCases,90+,1196,12341.3
26/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1910,2362.6
26/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1984,1777.6
26/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2923,3263.2
26/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7056,8008.5
26/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10519,12661.1
26/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10164,10581.0
26/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9502,9341.6
26/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8703,9001.2
26/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,8007,8563.2
26/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8772,10212.6
26/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9519,9323.9
26/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8576,7576.8
26/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5950,6013.0
26/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3386,3618.4
26/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2982,3218.6
26/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2700,4012.9
26/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2800,5592.4
26/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2747,8457.0
26/02/2021,nation,W92000004,Wales,femaleCases,90+,2892,13887.2
26/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2043,2412.1
26/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2145,2026.1
26/02/2021,nation,W92000004,Wales,maleCases,10_to_14,3001,3185.5
26/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5633,6075.7
26/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8621,9654.0
26/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8236,7744.8
26/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7790,7311.6
26/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6856,7121.9
26/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6310,6902.6
26/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6810,8139.9
26/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7435,7666.5
26/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7148,6662.2
26/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5309,5653.9
26/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3524,3979.0
26/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3151,3637.1
26/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2666,4480.5
26/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2382,5999.8
26/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1713,8006.2
26/02/2021,nation,W92000004,Wales,maleCases,90+,1197,12351.7
26/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1915,2368.8
26/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1985,1778.5
26/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2930,3271.0
26/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7059,8011.9
26/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10530,12674.4
26/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10185,10602.9
26/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9514,9353.4
26/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8713,9011.6
26/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,8018,8574.9
26/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8779,10220.7
26/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9531,9335.7
26/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8582,7582.1
26/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5956,6019.0
26/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3389,3621.6
26/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2985,3221.8
26/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2702,4015.9
26/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2801,5594.4
26/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2750,8466.2
26/02/2021,nation,W92000004,Wales,femaleCases,90+,2897,13911.2
26/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2049,2419.2
26/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2150,2030.9
26/02/2021,nation,W92000004,Wales,maleCases,10_to_14,3003,3187.6
26/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5638,6081.1
26/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8636,9670.8
26/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8248,7756.0
26/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7804,7324.7
26/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6865,7131.2
26/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6315,6908.1
26/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6817,8148.3
26/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7439,7670.7
26/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7160,6673.4
26/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5312,5657.1
26/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3528,3983.6
26/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3155,3641.7
26/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2669,4485.6
26/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2386,6009.9
26/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1716,8020.2
26/02/2021,nation,W92000004,Wales,maleCases,90+,1198,12362.0
27/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1919,2373.7
27/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1987,1780.2
27/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2935,3276.5
27/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7068,8022.2
27/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10539,12685.2
27/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10194,10612.2
27/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9523,9362.3
27/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8722,9020.9
27/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,8022,8579.2
27/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8786,10228.9
27/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9541,9345.5
27/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8588,7587.4
27/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5965,6028.1
27/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3393,3625.9
27/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2987,3224.0
27/02/2021,nation,W92000004,Wales,femaleCases,75_to_79,2704,4018.8
27/02/2021,nation,W92000004,Wales,femaleCases,80_to_84,2802,5596.4
27/02/2021,nation,W92000004,Wales,femaleCases,85_to_89,2753,8475.5
27/02/2021,nation,W92000004,Wales,femaleCases,90+,2905,13949.6
27/02/2021,nation,W92000004,Wales,maleCases,0_to_4,2053,2423.9
27/02/2021,nation,W92000004,Wales,maleCases,5_to_9,2151,2031.8
27/02/2021,nation,W92000004,Wales,maleCases,10_to_14,3007,3191.9
27/02/2021,nation,W92000004,Wales,maleCases,15_to_19,5641,6084.4
27/02/2021,nation,W92000004,Wales,maleCases,20_to_24,8642,9677.5
27/02/2021,nation,W92000004,Wales,maleCases,25_to_29,8261,7768.3
27/02/2021,nation,W92000004,Wales,maleCases,30_to_34,7812,7332.3
27/02/2021,nation,W92000004,Wales,maleCases,35_to_39,6873,7139.5
27/02/2021,nation,W92000004,Wales,maleCases,40_to_44,6319,6912.4
27/02/2021,nation,W92000004,Wales,maleCases,45_to_49,6820,8151.8
27/02/2021,nation,W92000004,Wales,maleCases,50_to_54,7443,7674.8
27/02/2021,nation,W92000004,Wales,maleCases,55_to_59,7168,6680.8
27/02/2021,nation,W92000004,Wales,maleCases,60_to_64,5319,5664.5
27/02/2021,nation,W92000004,Wales,maleCases,65_to_69,3530,3985.8
27/02/2021,nation,W92000004,Wales,maleCases,70_to_74,3157,3644.0
27/02/2021,nation,W92000004,Wales,maleCases,75_to_79,2670,4487.2
27/02/2021,nation,W92000004,Wales,maleCases,80_to_84,2388,6015.0
27/02/2021,nation,W92000004,Wales,maleCases,85_to_89,1716,8020.2
27/02/2021,nation,W92000004,Wales,maleCases,90+,1198,12362.0
28/02/2021,nation,W92000004,Wales,femaleCases,0_to_4,1921,2376.2
28/02/2021,nation,W92000004,Wales,femaleCases,5_to_9,1988,1781.1
28/02/2021,nation,W92000004,Wales,femaleCases,10_to_14,2938,3279.9
28/02/2021,nation,W92000004,Wales,femaleCases,15_to_19,7074,8029.0
28/02/2021,nation,W92000004,Wales,femaleCases,20_to_24,10547,12694.8
28/02/2021,nation,W92000004,Wales,femaleCases,25_to_29,10202,10620.6
28/02/2021,nation,W92000004,Wales,femaleCases,30_to_34,9532,9371.1
28/02/2021,nation,W92000004,Wales,femaleCases,35_to_39,8730,9029.1
28/02/2021,nation,W92000004,Wales,femaleCases,40_to_44,8026,8583.5
28/02/2021,nation,W92000004,Wales,femaleCases,45_to_49,8795,10239.4
28/02/2021,nation,W92000004,Wales,femaleCases,50_to_54,9547,9351.4
28/02/2021,nation,W92000004,Wales,femaleCases,55_to_59,8597,7595.3
28/02/2021,nation,W92000004,Wales,femaleCases,60_to_64,5969,6032.2
28/02/2021,nation,W92000004,Wales,femaleCases,65_to_69,3400,3633.3
28/02/2021,nation,W92000004,Wales,femaleCases,70_to_74,2990,3227.2
