date,areaType,areaCode,areaName,metric,age,value,rate
27/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,793,2441.4
27/10/2020,nation,W92000004,Wales,maleCases,85_to_89,566,2645.4
27/10/2020,nation,W92000004,Wales,femaleCases,90+,874,4196.9
27/10/2020,nation,W92000004,Wales,maleCases,90+,391,4034.7
28/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,296,366.1
28/10/2020,nation,W92000004,Wales,maleCases,0_to_4,333,393.2
28/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,405,452.1
28/10/2020,nation,W92000004,Wales,maleCases,10_to_14,482,511.6
28/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,2341,2657.0
28/10/2020,nation,W92000004,Wales,maleCases,15_to_19,1807,1949.0
28/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,2708,3259.5
28/10/2020,nation,W92000004,Wales,maleCases,20_to_24,2148,2405.4
28/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,2245,2337.1
28/10/2020,nation,W92000004,Wales,maleCases,25_to_29,1693,1592.0
28/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,2021,1986.9
28/10/2020,nation,W92000004,Wales,maleCases,30_to_34,1575,1478.3
28/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,1983,2050.9
28/10/2020,nation,W92000004,Wales,maleCases,35_to_39,1401,1455.3
28/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1925,2058.7
28/10/2020,nation,W92000004,Wales,maleCases,40_to_44,1325,1449.4
28/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,2207,2569.4
28/10/2020,nation,W92000004,Wales,maleCases,45_to_49,1469,1755.9
28/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,273,244.6
28/10/2020,nation,W92000004,Wales,maleCases,5_to_9,292,275.8
28/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,2424,2374.3
28/10/2020,nation,W92000004,Wales,maleCases,50_to_54,1562,1610.6
28/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,2193,1937.5
28/10/2020,nation,W92000004,Wales,maleCases,55_to_59,1619,1509.0
28/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,1358,1372.4
28/10/2020,nation,W92000004,Wales,maleCases,60_to_64,1094,1165.1
28/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,706,754.5
28/10/2020,nation,W92000004,Wales,maleCases,65_to_69,748,844.6
28/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,640,690.8
28/10/2020,nation,W92000004,Wales,maleCases,70_to_74,757,873.8
28/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,681,1012.1
28/10/2020,nation,W92000004,Wales,maleCases,75_to_79,796,1337.8
28/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,754,1506.0
28/10/2020,nation,W92000004,Wales,maleCases,80_to_84,702,1768.2
28/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,803,2472.1
28/10/2020,nation,W92000004,Wales,maleCases,85_to_89,573,2678.1
28/10/2020,nation,W92000004,Wales,femaleCases,90+,886,4254.5
28/10/2020,nation,W92000004,Wales,maleCases,90+,392,4045.0
29/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,310,383.5
29/10/2020,nation,W92000004,Wales,maleCases,0_to_4,352,415.6
29/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,428,477.8
29/10/2020,nation,W92000004,Wales,maleCases,10_to_14,498,528.6
29/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,2408,2733.1
29/10/2020,nation,W92000004,Wales,maleCases,15_to_19,1882,2029.9
29/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,2810,3382.2
29/10/2020,nation,W92000004,Wales,maleCases,20_to_24,2274,2546.5
29/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,2336,2431.8
29/10/2020,nation,W92000004,Wales,maleCases,25_to_29,1767,1661.6
29/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,2106,2070.5
29/10/2020,nation,W92000004,Wales,maleCases,30_to_34,1639,1538.3
29/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,2055,2125.4
29/10/2020,nation,W92000004,Wales,maleCases,35_to_39,1465,1521.8
29/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,1995,2133.6
29/10/2020,nation,W92000004,Wales,maleCases,40_to_44,1381,1510.7
29/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,2280,2654.4
29/10/2020,nation,W92000004,Wales,maleCases,45_to_49,1529,1827.6
29/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,287,257.1
29/10/2020,nation,W92000004,Wales,maleCases,5_to_9,309,291.9
29/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,2501,2449.8
29/10/2020,nation,W92000004,Wales,maleCases,50_to_54,1612,1662.2
29/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,2245,1983.4
29/10/2020,nation,W92000004,Wales,maleCases,55_to_59,1695,1579.8
29/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,1401,1415.8
29/10/2020,nation,W92000004,Wales,maleCases,60_to_64,1134,1207.7
29/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,732,782.2
29/10/2020,nation,W92000004,Wales,maleCases,65_to_69,777,877.3
29/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,659,711.3
29/10/2020,nation,W92000004,Wales,maleCases,70_to_74,775,894.5
29/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,698,1037.4
29/10/2020,nation,W92000004,Wales,maleCases,75_to_79,823,1383.1
29/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,776,1549.9
29/10/2020,nation,W92000004,Wales,maleCases,80_to_84,713,1795.9
29/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,818,2518.3
29/10/2020,nation,W92000004,Wales,maleCases,85_to_89,586,2738.8
29/10/2020,nation,W92000004,Wales,femaleCases,90+,902,4331.3
29/10/2020,nation,W92000004,Wales,maleCases,90+,396,4086.3
30/10/2020,nation,W92000004,Wales,femaleCases,0_to_4,319,394.6
30/10/2020,nation,W92000004,Wales,maleCases,0_to_4,361,426.2
30/10/2020,nation,W92000004,Wales,femaleCases,10_to_14,448,500.1
30/10/2020,nation,W92000004,Wales,maleCases,10_to_14,519,550.9
30/10/2020,nation,W92000004,Wales,femaleCases,15_to_19,2461,2793.2
30/10/2020,nation,W92000004,Wales,maleCases,15_to_19,1929,2080.6
30/10/2020,nation,W92000004,Wales,femaleCases,20_to_24,2874,3459.3
30/10/2020,nation,W92000004,Wales,maleCases,20_to_24,2343,2623.7
30/10/2020,nation,W92000004,Wales,femaleCases,25_to_29,2395,2493.3
30/10/2020,nation,W92000004,Wales,maleCases,25_to_29,1810,1702.0
30/10/2020,nation,W92000004,Wales,femaleCases,30_to_34,2168,2131.4
30/10/2020,nation,W92000004,Wales,maleCases,30_to_34,1684,1580.6
30/10/2020,nation,W92000004,Wales,femaleCases,35_to_39,2123,2195.7
30/10/2020,nation,W92000004,Wales,maleCases,35_to_39,1505,1563.4
30/10/2020,nation,W92000004,Wales,femaleCases,40_to_44,2060,2203.1
30/10/2020,nation,W92000004,Wales,maleCases,40_to_44,1432,1566.5
30/10/2020,nation,W92000004,Wales,femaleCases,45_to_49,2352,2738.3
30/10/2020,nation,W92000004,Wales,maleCases,45_to_49,1572,1879.0
30/10/2020,nation,W92000004,Wales,femaleCases,5_to_9,302,270.6
30/10/2020,nation,W92000004,Wales,maleCases,5_to_9,323,305.1
30/10/2020,nation,W92000004,Wales,femaleCases,50_to_54,2570,2517.3
30/10/2020,nation,W92000004,Wales,maleCases,50_to_54,1657,1708.6
30/10/2020,nation,W92000004,Wales,femaleCases,55_to_59,2291,2024.1
30/10/2020,nation,W92000004,Wales,maleCases,55_to_59,1745,1626.4
30/10/2020,nation,W92000004,Wales,femaleCases,60_to_64,1424,1439.1
30/10/2020,nation,W92000004,Wales,maleCases,60_to_64,1159,1234.3
30/10/2020,nation,W92000004,Wales,femaleCases,65_to_69,756,807.9
30/10/2020,nation,W92000004,Wales,maleCases,65_to_69,803,906.7
30/10/2020,nation,W92000004,Wales,femaleCases,70_to_74,672,725.3
30/10/2020,nation,W92000004,Wales,maleCases,70_to_74,793,915.3
30/10/2020,nation,W92000004,Wales,femaleCases,75_to_79,710,1055.2
30/10/2020,nation,W92000004,Wales,maleCases,75_to_79,835,1403.3
30/10/2020,nation,W92000004,Wales,femaleCases,80_to_84,786,1569.9
30/10/2020,nation,W92000004,Wales,maleCases,80_to_84,735,1851.3
30/10/2020,nation,W92000004,Wales,femaleCases,85_to_89,831,2558.3
30/10/2020,nation,W92000004,Wales,maleCases,85_to_89,591,2762.2
30/10/2020,nation,W92000004,Wales,femaleCases,90+,914,4389.0
30/10/2020,nation,W92000004,Wales,maleCases,90+,402,4148.2
01/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,336,415.6
01/11/2020,nation,W92000004,Wales,maleCases,0_to_4,378,446.3
01/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,470,524.7
01/11/2020,nation,W92000004,Wales,maleCases,10_to_14,553,587.0
01/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2550,2894.2
01/11/2020,nation,W92000004,Wales,maleCases,15_to_19,1996,2152.9
01/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3028,3644.6
01/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2491,2789.5
01/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2530,2633.8
01/11/2020,nation,W92000004,Wales,maleCases,25_to_29,1912,1798.0
01/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2284,2245.4
01/11/2020,nation,W92000004,Wales,maleCases,30_to_34,1761,1652.9
01/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2215,2290.9
01/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1572,1633.0
01/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2155,2304.7
01/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1522,1664.9
01/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2461,2865.2
01/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1655,1978.2
01/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,317,284.0
01/11/2020,nation,W92000004,Wales,maleCases,5_to_9,343,324.0
01/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,2676,2621.2
01/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1740,1794.2
01/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2405,2124.8
01/11/2020,nation,W92000004,Wales,maleCases,55_to_59,1832,1707.5
01/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1494,1509.8
01/11/2020,nation,W92000004,Wales,maleCases,60_to_64,1204,1282.2
01/11/2020,nation,W92000004,Wales,femaleCases,65_to_69,800,854.9
01/11/2020,nation,W92000004,Wales,maleCases,65_to_69,840,948.5
01/11/2020,nation,W92000004,Wales,femaleCases,70_to_74,710,766.3
01/11/2020,nation,W92000004,Wales,maleCases,70_to_74,826,953.4
01/11/2020,nation,W92000004,Wales,femaleCases,75_to_79,740,1099.8
01/11/2020,nation,W92000004,Wales,maleCases,75_to_79,863,1450.4
01/11/2020,nation,W92000004,Wales,femaleCases,80_to_84,824,1645.8
01/11/2020,nation,W92000004,Wales,maleCases,80_to_84,766,1929.4
01/11/2020,nation,W92000004,Wales,femaleCases,85_to_89,873,2687.6
01/11/2020,nation,W92000004,Wales,maleCases,85_to_89,611,2855.7
01/11/2020,nation,W92000004,Wales,femaleCases,90+,960,4609.8
01/11/2020,nation,W92000004,Wales,maleCases,90+,425,4385.5
02/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,349,431.7
02/11/2020,nation,W92000004,Wales,maleCases,0_to_4,391,461.6
02/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,496,553.7
02/11/2020,nation,W92000004,Wales,maleCases,10_to_14,566,600.8
02/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2591,2940.8
02/11/2020,nation,W92000004,Wales,maleCases,15_to_19,2034,2193.9
02/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3086,3714.4
02/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2540,2844.3
02/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2596,2702.5
02/11/2020,nation,W92000004,Wales,maleCases,25_to_29,1960,1843.1
02/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2331,2291.7
02/11/2020,nation,W92000004,Wales,maleCases,30_to_34,1810,1698.8
02/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2273,2350.9
02/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1600,1662.0
02/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2211,2364.6
02/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1554,1699.9
02/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2512,2924.5
02/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1691,2021.2
02/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,322,288.5
02/11/2020,nation,W92000004,Wales,maleCases,5_to_9,347,327.8
02/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,2733,2677.0
02/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1780,1835.4
02/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2446,2161.0
02/11/2020,nation,W92000004,Wales,maleCases,55_to_59,1871,1743.8
02/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1525,1541.1
02/11/2020,nation,W92000004,Wales,maleCases,60_to_64,1228,1307.8
02/11/2020,nation,W92000004,Wales,femaleCases,65_to_69,810,865.6
02/11/2020,nation,W92000004,Wales,maleCases,65_to_69,856,966.5
02/11/2020,nation,W92000004,Wales,femaleCases,70_to_74,725,782.5
02/11/2020,nation,W92000004,Wales,maleCases,70_to_74,842,971.9
02/11/2020,nation,W92000004,Wales,femaleCases,75_to_79,750,1114.7
02/11/2020,nation,W92000004,Wales,maleCases,75_to_79,877,1473.9
02/11/2020,nation,W92000004,Wales,femaleCases,80_to_84,834,1665.7
02/11/2020,nation,W92000004,Wales,maleCases,80_to_84,774,1949.6
02/11/2020,nation,W92000004,Wales,femaleCases,85_to_89,887,2730.7
02/11/2020,nation,W92000004,Wales,maleCases,85_to_89,619,2893.1
02/11/2020,nation,W92000004,Wales,femaleCases,90+,975,4681.9
02/11/2020,nation,W92000004,Wales,maleCases,90+,439,4530.0
03/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,360,445.3
03/11/2020,nation,W92000004,Wales,maleCases,0_to_4,399,471.1
03/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,515,574.9
03/11/2020,nation,W92000004,Wales,maleCases,10_to_14,585,621.0
03/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2638,2994.1
03/11/2020,nation,W92000004,Wales,maleCases,15_to_19,2067,2229.5
03/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3155,3797.5
03/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2590,2900.3
03/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2651,2759.8
03/11/2020,nation,W92000004,Wales,maleCases,25_to_29,2012,1892.0
03/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2401,2360.5
03/11/2020,nation,W92000004,Wales,maleCases,30_to_34,1857,1743.0
03/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2326,2405.7
03/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1652,1716.1
03/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2260,2417.0
03/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1589,1738.2
03/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2568,2989.7
03/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1738,2077.4
03/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,332,297.5
03/11/2020,nation,W92000004,Wales,maleCases,5_to_9,358,338.2
03/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,2802,2744.6
03/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1828,1884.9
03/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2498,2206.9
03/11/2020,nation,W92000004,Wales,maleCases,55_to_59,1909,1779.3
03/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1555,1571.5
03/11/2020,nation,W92000004,Wales,maleCases,60_to_64,1256,1337.6
03/11/2020,nation,W92000004,Wales,femaleCases,65_to_69,819,875.2
03/11/2020,nation,W92000004,Wales,maleCases,65_to_69,878,991.4
03/11/2020,nation,W92000004,Wales,femaleCases,70_to_74,737,795.5
03/11/2020,nation,W92000004,Wales,maleCases,70_to_74,854,985.7
03/11/2020,nation,W92000004,Wales,femaleCases,75_to_79,763,1134.0
03/11/2020,nation,W92000004,Wales,maleCases,75_to_79,896,1505.8
03/11/2020,nation,W92000004,Wales,femaleCases,80_to_84,846,1689.7
03/11/2020,nation,W92000004,Wales,maleCases,80_to_84,789,1987.4
03/11/2020,nation,W92000004,Wales,femaleCases,85_to_89,893,2749.2
03/11/2020,nation,W92000004,Wales,maleCases,85_to_89,624,2916.4
03/11/2020,nation,W92000004,Wales,femaleCases,90+,986,4734.7
03/11/2020,nation,W92000004,Wales,maleCases,90+,447,4612.5
04/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,370,457.7
04/11/2020,nation,W92000004,Wales,maleCases,0_to_4,412,486.4
04/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,542,605.1
04/11/2020,nation,W92000004,Wales,maleCases,10_to_14,618,656.0
04/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2688,3050.9
04/11/2020,nation,W92000004,Wales,maleCases,15_to_19,2097,2261.8
04/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3220,3875.7
04/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2642,2958.6
04/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2704,2814.9
04/11/2020,nation,W92000004,Wales,maleCases,25_to_29,2059,1936.2
04/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2468,2426.3
04/11/2020,nation,W92000004,Wales,maleCases,30_to_34,1893,1776.7
04/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2387,2468.8
04/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1707,1773.2
04/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2308,2468.3
04/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1626,1778.7
04/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2619,3049.1
04/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1794,2144.3
04/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,346,310.0
04/11/2020,nation,W92000004,Wales,maleCases,5_to_9,373,352.3
04/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,2872,2813.1
04/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1876,1934.4
04/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2550,2252.9
04/11/2020,nation,W92000004,Wales,maleCases,55_to_59,1955,1822.1
04/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1590,1606.8
04/11/2020,nation,W92000004,Wales,maleCases,60_to_64,1289,1372.7
04/11/2020,nation,W92000004,Wales,femaleCases,65_to_69,840,897.6
04/11/2020,nation,W92000004,Wales,maleCases,65_to_69,895,1010.6
04/11/2020,nation,W92000004,Wales,femaleCases,70_to_74,760,820.3
04/11/2020,nation,W92000004,Wales,maleCases,70_to_74,874,1008.8
04/11/2020,nation,W92000004,Wales,femaleCases,75_to_79,773,1148.9
04/11/2020,nation,W92000004,Wales,maleCases,75_to_79,904,1519.3
04/11/2020,nation,W92000004,Wales,femaleCases,80_to_84,864,1725.7
04/11/2020,nation,W92000004,Wales,maleCases,80_to_84,799,2012.5
04/11/2020,nation,W92000004,Wales,femaleCases,85_to_89,908,2795.4
04/11/2020,nation,W92000004,Wales,maleCases,85_to_89,629,2939.8
04/11/2020,nation,W92000004,Wales,femaleCases,90+,1000,4801.9
04/11/2020,nation,W92000004,Wales,maleCases,90+,451,4653.8
05/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,381,471.3
05/11/2020,nation,W92000004,Wales,maleCases,0_to_4,420,495.9
05/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,564,629.6
05/11/2020,nation,W92000004,Wales,maleCases,10_to_14,640,679.3
05/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2735,3104.2
05/11/2020,nation,W92000004,Wales,maleCases,15_to_19,2133,2300.6
05/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3292,3962.4
05/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2719,3044.8
05/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2775,2888.8
05/11/2020,nation,W92000004,Wales,maleCases,25_to_29,2113,1987.0
05/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2531,2488.3
05/11/2020,nation,W92000004,Wales,maleCases,30_to_34,1944,1824.6
05/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2440,2523.6
05/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1739,1806.4
05/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2363,2527.1
05/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1678,1835.6
05/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2672,3110.8
05/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1849,2210.1
05/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,363,325.2
05/11/2020,nation,W92000004,Wales,maleCases,5_to_9,382,360.8
05/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,2943,2882.7
05/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1936,1996.3
05/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2617,2312.1
05/11/2020,nation,W92000004,Wales,maleCases,55_to_59,2005,1868.7
05/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1635,1652.3
05/11/2020,nation,W92000004,Wales,maleCases,60_to_64,1327,1413.2
05/11/2020,nation,W92000004,Wales,femaleCases,65_to_69,863,922.2
05/11/2020,nation,W92000004,Wales,maleCases,65_to_69,910,1027.5
05/11/2020,nation,W92000004,Wales,femaleCases,70_to_74,789,851.6
05/11/2020,nation,W92000004,Wales,maleCases,70_to_74,891,1028.4
05/11/2020,nation,W92000004,Wales,femaleCases,75_to_79,784,1165.2
05/11/2020,nation,W92000004,Wales,maleCases,75_to_79,916,1539.4
05/11/2020,nation,W92000004,Wales,femaleCases,80_to_84,876,1749.6
05/11/2020,nation,W92000004,Wales,maleCases,80_to_84,807,2032.7
05/11/2020,nation,W92000004,Wales,femaleCases,85_to_89,924,2844.7
05/11/2020,nation,W92000004,Wales,maleCases,85_to_89,633,2958.5
05/11/2020,nation,W92000004,Wales,femaleCases,90+,1011,4854.7
05/11/2020,nation,W92000004,Wales,maleCases,90+,454,4684.8
06/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,386,477.5
06/11/2020,nation,W92000004,Wales,maleCases,0_to_4,427,504.1
06/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,585,653.1
06/11/2020,nation,W92000004,Wales,maleCases,10_to_14,653,693.1
06/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2763,3136.0
06/11/2020,nation,W92000004,Wales,maleCases,15_to_19,2154,2323.3
06/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3354,4037.0
06/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2767,3098.5
06/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2824,2939.9
06/11/2020,nation,W92000004,Wales,maleCases,25_to_29,2143,2015.2
06/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2571,2527.6
06/11/2020,nation,W92000004,Wales,maleCases,30_to_34,1982,1860.3
06/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2473,2557.7
06/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1767,1835.5
06/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2403,2569.9
06/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1702,1861.8
06/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2715,3160.9
06/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1881,2248.3
06/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,373,334.2
06/11/2020,nation,W92000004,Wales,maleCases,5_to_9,389,367.4
06/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,2996,2934.6
06/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1974,2035.5
06/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2659,2349.2
06/11/2020,nation,W92000004,Wales,maleCases,55_to_59,2046,1906.9
06/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1661,1678.6
06/11/2020,nation,W92000004,Wales,maleCases,60_to_64,1360,1448.3
06/11/2020,nation,W92000004,Wales,femaleCases,65_to_69,876,936.1
06/11/2020,nation,W92000004,Wales,maleCases,65_to_69,925,1044.4
06/11/2020,nation,W92000004,Wales,femaleCases,70_to_74,806,869.9
06/11/2020,nation,W92000004,Wales,maleCases,70_to_74,908,1048.1
06/11/2020,nation,W92000004,Wales,femaleCases,75_to_79,794,1180.1
06/11/2020,nation,W92000004,Wales,maleCases,75_to_79,927,1557.9
06/11/2020,nation,W92000004,Wales,femaleCases,80_to_84,883,1763.6
06/11/2020,nation,W92000004,Wales,maleCases,80_to_84,816,2055.4
06/11/2020,nation,W92000004,Wales,femaleCases,85_to_89,938,2887.8
06/11/2020,nation,W92000004,Wales,maleCases,85_to_89,641,2995.9
06/11/2020,nation,W92000004,Wales,femaleCases,90+,1024,4917.2
06/11/2020,nation,W92000004,Wales,maleCases,90+,466,4808.6
07/11/2020,nation,W92000004,Wales,femaleCases,0_to_4,390,482.4
07/11/2020,nation,W92000004,Wales,maleCases,0_to_4,431,508.9
07/11/2020,nation,W92000004,Wales,femaleCases,10_to_14,603,673.2
07/11/2020,nation,W92000004,Wales,maleCases,10_to_14,665,705.9
07/11/2020,nation,W92000004,Wales,femaleCases,15_to_19,2793,3170.0
07/11/2020,nation,W92000004,Wales,maleCases,15_to_19,2169,2339.5
07/11/2020,nation,W92000004,Wales,femaleCases,20_to_24,3397,4088.8
07/11/2020,nation,W92000004,Wales,maleCases,20_to_24,2795,3129.9
07/11/2020,nation,W92000004,Wales,femaleCases,25_to_29,2875,2993.0
07/11/2020,nation,W92000004,Wales,maleCases,25_to_29,2167,2037.7
07/11/2020,nation,W92000004,Wales,femaleCases,30_to_34,2605,2561.0
07/11/2020,nation,W92000004,Wales,maleCases,30_to_34,2006,1882.8
07/11/2020,nation,W92000004,Wales,femaleCases,35_to_39,2511,2597.0
07/11/2020,nation,W92000004,Wales,maleCases,35_to_39,1798,1867.7
07/11/2020,nation,W92000004,Wales,femaleCases,40_to_44,2432,2600.9
07/11/2020,nation,W92000004,Wales,maleCases,40_to_44,1719,1880.4
07/11/2020,nation,W92000004,Wales,femaleCases,45_to_49,2733,3181.8
07/11/2020,nation,W92000004,Wales,maleCases,45_to_49,1910,2283.0
07/11/2020,nation,W92000004,Wales,femaleCases,5_to_9,376,336.9
07/11/2020,nation,W92000004,Wales,maleCases,5_to_9,400,377.8
07/11/2020,nation,W92000004,Wales,femaleCases,50_to_54,3025,2963.0
07/11/2020,nation,W92000004,Wales,maleCases,50_to_54,1995,2057.1
07/11/2020,nation,W92000004,Wales,femaleCases,55_to_59,2685,2372.2
07/11/2020,nation,W92000004,Wales,maleCases,55_to_59,2069,1928.4
07/11/2020,nation,W92000004,Wales,femaleCases,60_to_64,1685,1702.8
